bonica.rid,X,cycle,election,Cand.ID,Name,Party,State,seat,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
cand76535,52697,1996,MT1996,MT16833,"MCCARTHY, BEA",100,MT,state:upper,MT-29,-0.224291605,0,-10.20480347,60.20480347,60.2,NA,0,8.496,0.073,0.25,1,0,0.4123,2,1,NA,NA,NA,0,1670,7.420578905,200,5.303304908,1400,7.244941546,0,0,150,5.017279837,50,3.931825633,1,1670,7.420578905,F
cand76536,48055,1994,MT1994,MT16870,"MCCULLOCH, LINDA HARMON",100,MT,state:lower,MT-70,-1.389242679,0,-0.657894135,50.65789413,50.7,0,0,3.496,0.073,0.273743017,1,1,0.3763,2,1,100,0,979,0,10344,9.24416192,4336,8.374938144,1025,6.933423026,200,5.303304908,2941.49,7.987011441,2434.39,7.797862187,0.921186214,11229,9.326254997,F
cand76536,52698,1996,MT1996,MT16870,"MCCULLOCH, LINDA HARMON",100,MT,state:lower,MT-70,-1.389242679,0,-14.40718418,64.40718418,64.4,NA,0,4.304,0.073,0.242424242,1,1,0.4123,2,1,50.65789413,1,28831,1,8791,9.08148375,3565,8.179199798,1035,6.943122423,0,0,2035,7.618742378,1732.78,7.458059275,0.811202362,10837,9.290721484,F
cand76545,48063,1994,MT1994,MT17164,"MILLER, KEN",200,MT,state:upper,MT-11,1.342699368,1,9.291233063,40.70876694,40.7,NA,1,6.603,0.073,0.188679245,1,0,0.3763,2,1,NA,NA,NA,0,7620,8.938531649,4725,8.460834458,1220,7.107425474,600,6.398594935,3995,8.29304914,1030,6.938284484,1,7620,8.938531649,M
cand76547,52713,1996,MT1996,MT17195,"MILLS, NORMAN",200,MT,state:lower,MT-19,0.855131618,1,12.54138184,37.45861816,37.5,NA,1,3.927,0.073,0.242424242,1,1,0.4123,2,0,37.87669373,0,8049,0,2946,7.988203597,382,5.948034989,1450,7.280008253,500,6.216606101,580.92,6.366332981,0,0,0.267283615,11022,9.307648554,M
cand76563,48078,1994,MT1994,MT17808,"ORR, SCOTT J",200,MT,state:lower,MT-82,1.0396975,1,11.83648682,38.16351318,38.2,NA,1,3.278,0.073,0.273743017,1,1,0.3763,2,1,50.22060776,1,17791,0,4810,8.478452363,3110,8.042699497,1100,7.003974137,200,5.303304908,1900,7.550135342,1185,7.07834158,0.35935749,13385,9.501889956,M
cand76575,48089,1994,MT1994,MT18426,"REAM, ROBERT R (B0B)",100,MT,state:lower,MT-69,-1.106672089,1,5.421977997,44.578022,44.6,NA,0,4.159,0.073,0.273743017,1,1,0.3763,2,1,100,0,304,0,3864,8.259458195,1504,7.316548177,950,6.857514063,0,0,1330,7.193685818,374,5.926926026,1,3864,8.259458195,M
cand76585,48095,1994,MT1994,MT18708,"ROSE, JOHN M (SAM)",200,MT,state:lower,MT-87,0.811220728,1,11.62883759,38.37116241,38.4,NA,1,3.745,0.073,0.273743017,1,1,0.3763,2,1,0,0,2222,0,1350,7.207859871,490,6.196444128,490,6.196444128,300,5.707110265,490,6.196444128,0,0,1,1350,7.207859871,M
cand76598,52767,1996,MT1996,MT19258,"SIMON, BRUCE",200,MT,state:lower,MT-18,0.716594584,1,15.77946723,34.22053277,34.2,NA,1,3.156,0.073,0.242424242,1,1,0.4123,2,1,32.09317398,0,14926,0,10697,9.277718607,8025,8.990441551,1250,7.13169851,0,0,7190,8.880585523,785,6.666956792,1,10697,9.277718607,M
cand76599,48111,1994,MT1994,MT19262,"SIMPKINS, RICHARD D",200,MT,state:lower,MT-49,0.718415568,1,17.83540344,32.16459656,32.2,NA,1,4.107,0.073,0.273743017,1,1,0.3763,2,1,49.46518707,0,8619,0,5055,8.528133131,2255,7.721348613,980,6.88857246,0,0,1845,7.520776415,410,6.018593214,0.860425532,5875,8.678461339,M
cand76600,52770,1996,MT1996,MT19265,"SIMPSON, DOROTHY",100,MT,state:lower,MT-61,-1.106413196,0,-0.731788635,50.73178864,50.7,0,0,5.876,0.073,0.242424242,1,1,0.4123,2,0,42.8540535,1,11635,0,6010,8.701180028,2445,7.802209316,1500,7.313886832,500,6.216606101,1010,6.918695219,1535,7.336936914,0.295404276,20345,9.92059046,F
cand76601,52771,1996,MT1996,MT19308,"SLITER, PAUL",200,MT,state:lower,MT-76,0.836630952,1,17.71958419,32.28041581,32.3,NA,1,4.907,0.073,0.242424242,1,1,0.4123,2,1,0,0,7691,0,7834,8.966228514,5274,8.570733958,1150,7.048386409,500,6.216606101,3274,8.094073148,2200,7.696667082,0.760730239,10298,9.239704981,M
cand76612,52782,1996,MT1996,MT19773,"SWANSON, EMILY",100,MT,state:lower,MT-30,-1.122665299,0,-6.874145508,56.87414551,56.9,NA,0,2.924,0.073,0.242424242,1,1,0.4123,2,1,100,1,11378,1,7594,8.935113741,5290,8.573762543,905,6.809039306,0,0,3335,8.112527763,2140,7.669028289,0.626619358,12119,9.402529748,F
cand76628,52798,1996,MT1996,MT20362,"WAGNER, DOUGLAS",200,MT,state:lower,MT-83,0.702914965,1,7.504341125,42.49565887,42.5,NA,1,4.031,0.073,0.242424242,1,1,0.4123,2,1,38.82250214,0,7894,0,798,6.682108597,98,4.59511985,500,6.216606101,175,5.170483995,75,4.33073334,22.8,3.169685581,1,798,6.682108597,M
cand76630,61437,1998,MT1998,MT20421,"WALTERS, ALLAN JOHN",200,MT,state:lower,MT-60,1.219853446,1,10.62431717,39.37568283,39.4,NA,1,3.652,0.073,0.26875,1,1,0.4123,2,1,0,0,6234,0,4716,8.458716262,1625,7.39387829,1075,6.981005741,425,6.054439346,2357,7.765569081,650,6.478509642,0.275049574,17146,9.749520189,M
cand76645,52812,1996,MT1996,MT20947,"WYATT, DIANA",100,MT,state:lower,MT-43,-0.859473885,0,-7.538692474,57.53869247,57.5,NA,0,4.006,0.073,0.242424242,1,1,0.4123,2,1,61.01449203,1,6200,1,665,6.499787041,140,4.94875989,525,6.265301213,0,0,0,0,140,4.94875989,1,665,6.499787041,F
cand76645,48155,1994,MT1994,MT20947,"WYATT, DIANA",100,MT,state:lower,MT-43,-0.859473885,0,-11.01449203,61.01449203,61,NA,0,3.45,0.073,0.273743017,1,1,0.3763,2,1,36.6467514,0,14627,1,5755,8.657824321,2620,7.871311203,875,6.775366091,300,5.707110265,1875,7.53689713,1015,6.923628628,0.327509674,17572,9.774062005,F
cand76648,61400,1998,MT1998,MT2682,"SCHMIDT, TRUDI ANN",100,MT,state:lower,MT-42,-0.903395174,0,-20.91412846,70.91412846,70.9,NA,0,2.888,0.073,0.26875,1,1,0.4123,2,1,51.57839966,1,25885,1,2405,7.785305183,600,6.398594935,1200,7.090909822,0,0,400,5.993961427,225,5.420534999,1,2405,7.785305183,F
cand76651,96458,2004,MT2004,MT2707,"LANGE, MICHAEL",200,MT,state:lower,MT-55,0.720969048,1,14.38885498,35.61114502,35.6,NA,1,4.917,0.073,0.247252747,1,1,0.3856,2,1,40.13961792,1,30361,0,11050,9.310185707,5710,8.650149419,1110,7.01301579,650,6.478509642,7015,8.855948534,1115,7.017506143,0.547707559,20175,9.912199493,M
cand76653,109586,2006,MT2006,MT3095,"SANDS, DIANE",100,MT,state:lower,MT-95,-1.252879893,0,-9.928314209,59.92831421,59.9,NA,0,4.185,0.073,0.255555556,0,1,0.3856,2,1,60.44444275,0,5380,0,5240,8.564076777,3195,8.069655307,1110,7.01301579,0,0,1435,7.26961675,1910,7.555381944,1,5240,8.564076777,F
cand76659,61407,1998,MT1998,MT3618,"SHOCKLEY, JAMES",200,MT,state:lower,MT-61,0.367506958,1,7.256877899,42.7431221,42.7,NA,1,4.761,0.073,0.26875,1,1,0.4123,2,1,50.73178864,1,9644,1,5482,8.609225277,2885,7.967626739,500,6.216606101,400,5.993961427,2222,7.706612914,1025,6.933423026,0.736827957,7440,8.914626128,M
cand76666,109510,2006,MT2006,MT3627,"BECKER, ARLENE",100,MT,state:lower,MT-52,-1.187036085,0,-10.65291977,60.65291977,60.7,NA,0,3.492,0.073,0.255555556,0,1,0.3856,2,1,55.5332489,1,25242,1,10972,9.303101852,6409,8.76561455,1340,7.201170883,700,6.552507887,4434,8.397282895,2575,7.853993087,1,10972,9.303101852,F
cand76666,96467,2004,MT2004,MT3627,"BECKER, ARLENE",100,MT,state:lower,MT-52,-1.187036085,0,-5.533248901,55.5332489,55.5,NA,0,3.985,0.073,0.247252747,1,1,0.3856,2,1,67.62936401,0,8982,1,21427,9.972407088,13040,9.47585352,1400,7.244941546,200,5.303304908,8449.99,9.042038873,5630,8.636042325,0.784728072,27305,10.21482511,F
cand76667,61298,1998,MT1998,MT3628,"GALLUS, STEVEN J",100,MT,state:lower,MT-35,-0.77727138,1,6.941963196,43.0580368,43.1,NA,0,4.48,0.073,0.26875,1,1,0.4123,2,1,43.38033676,1,17982,1,15276,9.634038248,7405,8.910045761,1300,7.170888479,216,5.379897354,7830,8.965845495,1150,7.048386409,0.662158648,23070,10.04628835,M
cand76668,61313,1998,MT1998,MT3629,"GUTSCHE, GAIL LYNN",100,MT,state:lower,MT-66,-1.453053872,0,-25.96599724,75.96599724,76,NA,0,2.588,0.073,0.26875,1,1,0.4123,2,1,100,1,3555,0,2807,7.939871576,1385,7.23417718,750,6.621405652,0,0,755,6.628041376,780,6.66057515,0.849319213,3305,8.103191752,F
cand76673,109546,2006,MT2006,MT3634,"BROWN, ROY",200,MT,state:upper,MT-25,1.135738346,1,0.956207275,49.04379272,49,0,1,7.216,0.073,0.217391304,0,0,0.3856,2,0,NA,NA,NA,0,117088,11.67068107,102566,11.53827152,2660,7.886457271,1250,7.13169851,70740.92,11.1667936,36380,10.50180194,1,117088,11.67068107,M
cand76683,96487,2004,MT2004,MT5861,"HEINERT, RALPH",200,MT,state:lower,MT-1,1.012285285,1,0.680366415,49.31963359,49.3,0,1,3.747,0.073,0.247252747,1,1,0.3856,2,1,27.91666603,1,2850,1,9070,9.112727543,4960,8.509362612,1400,7.244941546,500,6.216606101,3805.39,8.244436512,2400,7.783640596,0.361974698,25057,10.12890851,M
cand76697,96255,2004,MT2004,MT5875,"MOSS, LYNDA",100,MT,state:upper,MT-26,-1.160633195,0,-0.417636871,50.41763687,50.4,0,0,7.303,0.073,0.111111111,1,0,0.3856,2,1,NA,NA,NA,0,22580,10.02481984,17744,9.783859065,1645,7.406103381,900,6.803505258,12914.13,9.466154771,5872.6,8.678223013,0.73870514,30567,10.32767627,F
cand76704,96426,2004,MT2004,MT5882,"CAFERRO, MARY",100,MT,state:lower,MT-80,-1.355067155,0,-8.247535706,58.24753571,58.2,NA,0,4.565,0.073,0.247252747,1,1,0.3856,2,1,44.25066376,0,15491,0,10676,9.275753511,5998,8.699348068,1013,6.921658184,320,5.771441123,3368,8.122371243,3590.57,8.186344712,0.659582355,16186,9.69190195,F
cand76704,109630,2006,MT2006,MT5882,"CAFERRO, MARY M",100,MT,state:lower,MT-80,-1.355067155,0,-12.15032959,62.15032959,62.2,NA,0,4.111,0.073,0.255555556,0,1,0.3856,2,1,58.24753571,1,28755,1,8910,9.09492952,6020,8.703008637,810,6.698268054,450,6.11146734,3410,8.134760782,2855,7.957177323,0.540688149,16479,9.709842122,F
cand76705,96356,2004,MT2004,MT5883,"GROESBECK, GEORGE G",100,MT,state:lower,MT-74,-0.904863888,1,20.31892984,29.68107016,29.7,NA,0,4.81,0.073,0.247252747,1,1,0.3856,2,1,40.42553329,1,15097,0,1905,7.552237288,180,5.198497031,1260,7.139660336,0,0,180,5.198497031,0,0,1,1905,7.552237288,M
cand76712,123363,2008,MT2008,MT5890,"KAUFMANN, CHRISTINE",100,MT,state:upper,MT-41,-1.461171611,0,-14.84349576,64.84349576,64.8,NA,0,9.233,0.073,0.260869565,0,0,0.4711,2,1,66.69654846,0,28193,1,25782,10.15743185,21205,9.962039439,1335,7.197435354,200,5.303304908,7760,8.956866471,13285,9.494466128,0.631030178,40857,10.61783344,F
cand76712,96424,2004,MT2004,MT5890,"KAUFMANN, CHRISTINE",100,MT,state:lower,MT-81,-1.461171611,0,-20.87172071,70.87172071,70.9,NA,0,4.233,0.073,0.247252747,1,1,0.3856,2,1,0,0,3732,1,17143,9.749345206,11851,9.380251909,1163,7.059617628,320,5.771441123,5365,8.587838031,8185.96,9.010297924,0.972762867,17623,9.776960146,F
cand76717,96394,2004,MT2004,MT5895,"STOKER, RON",200,MT,state:lower,MT-87,0.984132221,1,15.78569794,34.21430206,34.2,NA,1,4.881,0.073,0.247252747,1,1,0.3856,2,1,42.44031906,0,5207,0,5615,8.633196867,2075,7.638198244,1390,7.237778192,800,6.685860947,1565,7.356279877,460,6.133398043,0.518371492,10832,9.290259995,M
cand76721,109722,2006,MT2006,MT5899,"MENDENHALL, SCOTT",200,MT,state:lower,MT-77,0.92974199,1,0.248447418,49.75155258,49.8,0,1,4.83,0.073,0.255555556,0,1,0.3856,2,1,43.34050369,0,26880,0,26256,10.17564981,16295,9.698674958,1590,7.372118028,800,6.685860947,14501.82,9.582098392,5678,8.64453044,0.810095338,32411,10.38625315,M
cand76723,96319,2004,MT2004,MT5901,"BRUEGGEMAN, JOHN",200,MT,state:upper,MT-6,0.844170299,1,10.04162246,39.95837754,40,NA,1,9.111,0.073,0.111111111,1,0,0.3856,2,1,43.3668251,0,8970,0,5130,8.542860938,1885,7.542213463,2450,7.804251384,100,4.615120517,1250,7.13169851,635,6.455198563,1,5130,8.542860938,M
cand76727,96298,2004,MT2004,MT5905,"CAMPBELL, MARGARETT H",100,MT,state:lower,MT-31,-0.806468104,0,-12.66707993,62.66707993,62.7,NA,0,3.217,0.073,0.247252747,1,1,0.3856,2,1,37.99861526,0,10978,0,886,6.786716951,0,0,700,6.552507887,56,4.043051268,NA,0,NA,0,1,886,6.786716951,F
cand76735,109684,2006,MT2006,MT5913,"SALES, SCOTT",200,MT,state:lower,MT-68,1.048098153,1,10.00411606,39.99588394,40,NA,1,4.858,0.073,0.255555556,0,1,0.3856,2,1,35.34583664,0,19038,0,11690,9.366489054,8295,9.02352875,1645,7.406103381,700,6.552507887,6430,8.768885326,1995,7.598900457,0.674008303,17344,9.761001904,M
cand76737,109547,2006,MT2006,MT5915,"DICKENSON, SUE",100,MT,state:lower,MT-25,-1.135153358,0,-19.37594363,69.37594363,69.4,NA,0,4.096,0.073,0.255555556,0,1,0.3856,2,1,100,1,4052,1,6118,8.718990525,2793,7.93522954,1335,7.197435354,100,4.615120517,2393.02,7.78072924,700,6.552507887,1,6118,8.718990525,F
cand76739,96377,2004,MT2004,MT5917,"MORGAN, PENNY",200,MT,state:lower,MT-57,0.766505883,0,-10.78815842,60.78815842,60.8,NA,1,5.608,0.073,0.247252747,1,1,0.3856,2,1,100,0,575,1,4265,8.35819746,1525,7.330405212,1370,7.22329568,450,6.11146734,1250,7.13169851,635,6.455198563,0.265517027,16063,9.68427377,F
cand76745,96398,2004,MT2004,MT5923,"MACLAREN, GARY",200,MT,state:lower,MT-89,0.978543225,1,17.2448985,32.7551015,32.8,NA,1,4.9,0.073,0.247252747,1,1,0.3856,2,1,42.26776123,0,13498,0,9885,9.198773736,4945,8.506334448,2210,7.701200181,900,6.803505258,3835,8.252185436,1920,7.560601163,0.54042972,18291,9.814164415,M
cand76749,124238,2008,MT2008,MT5927,"HINER, CYNTHIA",100,MT,state:lower,MT-85,-0.895176081,0,-11.43552399,61.43552399,61.4,NA,0,3.288,0.073,0.255555556,0,1,0.4711,2,1,100,1,795,1,1670,7.420578905,200,5.303304908,1470,7.293697721,0,0,200,5.303304908,0,0,1,1670,7.420578905,F
cand76755,96378,2004,MT2004,MT5933,"EATON, EMELIE KAY",100,MT,state:lower,MT-58,-1.416336429,0,-1.195846558,51.19584656,51.2,1,0,4.432,0.073,0.247252747,1,1,0.3856,2,0,41.24905396,1,10212,0,13723,9.526828536,6620,8.798001695,1241,7.124478262,650,6.478509642,4607,8.435549202,2635,7.877017896,0.444541626,30870,10.33754012,F
cand76757,96371,2004,MT2004,MT5935,"COHENOUR, JILL",100,MT,state:lower,MT-78,-1.395629997,0,-1.061077118,51.06107712,51.1,0,0,3.864,0.073,0.247252747,1,1,0.3856,2,1,50.82892227,0,10226,1,8353,9.030376035,2968,7.995980475,925,6.830874235,720,6.580639137,2328.46,7.75339176,1391,7.238496841,0.532547019,15685,9.660460121,F
cand76757,109573,2006,MT2006,MT5935,"COHENOUR, JILL",100,MT,state:lower,MT-78,-1.395629997,0,-2.884067535,52.88406754,52.9,NA,0,3.502,0.073,0.255555556,0,1,0.3856,2,1,51.06107712,1,8462,1,13556,9.514584533,6467,8.774622221,1506,7.317876199,800,6.685860947,5093,8.535818656,4432.85,8.39702356,0.529903839,25582,10.14964426,F
cand76760,109640,2006,MT2006,MT5939,"GRINDE, WANDA",100,MT,state:lower,MT-48,-1.395745545,0,-5.86624527,55.86624527,55.9,NA,0,3.469,0.073,0.255555556,0,1,0.3856,2,1,50.8431282,1,15963,1,8704,9.071537969,3759,8.232174236,1340,7.201170883,700,6.552507887,2294,7.738488122,2050,7.626082758,0.464932429,18721,9.837401167,F
cand76760,123414,2008,MT2008,MT5939,"GRINDE, WANDA",100,MT,state:lower,MT-48,-1.395745545,0,-2.546020508,52.54602051,52.5,NA,0,4.183,0.073,0.255555556,0,1,0.4711,2,0,55.86624527,1,12683,1,11941,9.387733136,4470,8.405367376,1390,7.237778192,418,6.03787092,3240,8.083637203,4750,8.466110401,0.460668956,25921,10.16280873,F
cand76760,96393,2004,MT2004,MT5939,"GRINDE, WANDA",100,MT,state:lower,MT-48,-1.395745545,0,-0.843128204,50.8431282,50.8,0,0,3.914,0.073,0.247252747,1,1,0.3856,2,1,98.12956238,1,2373,0,6718,8.81254577,2920,7.979681302,1240,7.123672785,425,6.054439346,2140,7.669028289,1540,7.340186835,0.529685406,12683,9.448017793,F
cand76761,109600,2006,MT2006,MT5940,"WISEMAN, BRADY",100,MT,state:lower,MT-65,-1.414386843,1,15.68181861,34.31818139,34.3,NA,0,2.64,0.073,0.255555556,0,1,0.3856,2,1,61.19181824,0,12636,0,6069,8.710949126,4965,8.510369966,0,0,0,0,3318.96,8.107708014,2100,7.650168701,0.611239803,9929,9.203215047,M
cand76765,123022,2008,MT2008,MT5944,"MCGILLVRAY, TOM",200,MT,state:lower,MT-50,1.178191792,1,6.591213226,43.40878677,43.4,NA,1,4.506,0.073,0.255555556,0,1,0.4711,2,1,37.63414001,0,15781,0,13615,9.518927405,10520,9.261128539,1540,7.340186835,0,0,8474.88,9.044979762,3280.06,8.09592182,0.653122901,20846,9.944917362,M
cand76767,123365,2008,MT2008,MT5946,"LARSEN, CLIFFORD G",100,MT,state:upper,MT-50,-0.617543673,1,21.00572968,28.99427032,29,NA,0,9.426,0.073,0.260869565,0,0,0.4711,2,1,58.54198837,0,82931,0,19735,9.890148988,10975,9.30346635,5390,8.592486175,100,4.615120517,8560.05,9.054978125,2765,7.925157512,0.746463424,26438,10.18255765,M
cand76773,96466,2004,MT2004,MT5952,"DRISCOLL, ROBYN",100,MT,state:lower,MT-51,-1.210251759,0,-1.46925354,51.46925354,51.5,1,0,3.301,0.073,0.247252747,1,1,0.3856,2,1,57.16723633,1,14446,0,6170,8.727454117,3090,8.036249942,1385,7.23417718,425,6.054439346,2200,7.696667082,1040,6.947937069,0.326887417,18875,9.845593574,F
cand76773,109705,2006,MT2006,MT5952,"DRISCOLL, ROBYN",100,MT,state:lower,MT-51,-1.210251759,0,-8.900619507,58.90061951,58.9,NA,0,2.747,0.073,0.255555556,0,1,0.3856,2,1,51.46925354,1,15872,1,6794,8.823795149,3569,8.180320875,1330,7.193685818,400,5.993961427,2224,7.707512195,1405,7.248504072,0.209232854,32471,10.38810266,F
cand76774,96330,2004,MT2004,MT5953,"WINDHAM, JEANNE",100,MT,state:lower,MT-12,-1.31223024,0,0,50,50,NA,0,4.225,0.073,0.247252747,1,1,0.3856,2,0,45.17695999,1,12495,0,16058,9.683962447,4528,8.418256444,1270,7.147559271,650,6.478509642,3993.46,8.29266368,7970,8.983565234,0.710688205,22595,10.02548392,F
cand76775,124236,2008,MT2008,MT5954,"HENDRICK, GORDON R",200,MT,state:lower,MT-14,0.895710858,1,14.38698823,35.61301177,35.6,NA,1,4.796,0.073,0.255555556,0,1,0.4711,2,1,37.64559937,0,15816,0,7253,8.889170455,4023,8.300031712,1550,7.346655163,800,6.685860947,3258,8.089175679,1175,7.069874128,0.764439292,9488,9.157783121,M
cand76777,96386,2004,MT2004,MT5956,"RASER, HOLLY",100,MT,state:lower,MT-98,-1.260195167,0,-5.366607666,55.36660767,55.4,NA,0,4.528,0.073,0.247252747,1,1,0.3856,2,1,100,0,1143,1,5456,8.6044712,2575,7.853993087,1270,7.147559271,650,6.478509642,2295,7.738923757,790,6.673297968,0.324163745,16831,9.730977703,F
cand76779,123407,2008,MT2008,MT5958,"HOLLANDSWORTH, ROY",200,MT,state:lower,MT-28,1.038554754,1,4.756435394,45.24356461,45.2,NA,1,4.352,0.073,0.255555556,0,1,0.4711,2,1,38.87297058,1,15180,0,4605,8.434897949,2025,7.613818685,1535,7.336936914,560,6.329720906,1825,7.509883061,300,5.707110265,1,4605,8.434897949,M
cand76782,96396,2004,MT2004,MT5961,"LAKE, BOB",200,MT,state:lower,MT-88,0.982177096,1,2.777141571,47.22285843,47.2,NA,1,4.375,0.073,0.247252747,1,1,0.3856,2,1,0,1,2632,0,9645,9.174194925,6970,8.849513965,1370,7.22329568,300,5.707110265,5135,8.544029845,1915,7.557994959,0.669373308,14409,9.57560829,M
cand76782,109643,2006,MT2006,MT5961,"LAKE, BOB",200,MT,state:lower,MT-88,0.982177096,1,4.30847168,45.69152832,45.7,NA,1,4.143,0.073,0.255555556,0,1,0.3856,2,1,47.22285843,1,11466,0,13412,9.503905108,9500,9.159152335,1890,7.544861069,800,6.685860947,6515,8.78201597,3145,8.053887084,0.424860618,31568,10.35989923,M
cand76785,109535,2006,MT2006,MT5964,"OHARA, JESSE",200,MT,state:lower,MT-18,0.815643891,1,11.99294658,38.00705342,38,NA,1,4.626,0.073,0.255555556,0,1,0.3856,2,1,40.58883286,0,15919,0,17105,9.747126097,12675,9.447465721,1600,7.378383713,0,0,8825,9.08545719,3500,8.160803921,0.855506652,19994,9.903187508,M
cand76792,96400,2004,MT2004,MT5971,"HAWK, RAY",200,MT,state:lower,MT-90,1.047350195,1,8.036834717,41.96316528,42,NA,1,4.778,0.073,0.247252747,1,1,0.3856,2,1,50.92529297,0,12744,0,8980,9.102755161,5220,8.560444233,1400,7.244941546,600,6.398594935,3585,8.184792654,2455,7.806289289,0.531360947,16900,9.735068901,M
cand76793,96247,2004,MT2004,MT7611,"WILLIAMS, CAROL",100,MT,state:upper,MT-46,-1.283447852,0,-5.299873352,55.29987335,55.3,NA,0,9.604,0.073,0.111111111,1,0,0.3856,2,1,NA,NA,NA,0,11971,9.390242337,8490,9.046762058,2061,7.631431665,0,0,4585,8.430763463,4160,8.333510709,1,11971,9.390242337,F
cand76799,47924,1994,MT1994,MT77055,"BECK, TOM",200,MT,state:upper,MT-28,0.835258908,1,11.30290222,38.69709778,38.7,NA,1,6.923,0.073,0.188679245,1,0,0.3763,2,1,100,0,6024,0,8330,9.027618735,3750,8.22977775,1950,7.576097341,650,6.478509642,3439.86,8.143476719,1175,7.069874128,1,8330,9.027618735,M
cand76841,47989,1994,MT1994,MT77100,"GREEN, RICHARD M",200,MT,state:lower,MT-61,1.320569205,1,7.145946503,42.8540535,42.9,NA,1,4.625,0.073,0.273743017,1,1,0.3763,2,0,44.85476303,0,21663,0,4765,8.469052816,2155,7.676009932,600,6.398594935,600,6.398594935,2655,7.884576511,350,5.860786223,0.494089589,9644,9.174091239,M
cand76845,61309,1998,MT1998,MT77104,"GUGGENHEIM, MARYANNE",100,MT,state:lower,MT-55,-1.03896964,0,-3.216526031,53.21652603,53.2,NA,0,3.824,0.073,0.26875,1,1,0.4123,2,0,39.36515427,0,15426,0,21434,9.972733725,15239,9.631678829,1087,6.992096427,200,5.303304908,8250,9.018089684,7924,8.977777599,0.469426194,45660,10.72897792,F
cand77375,48115,1994,MT1994,MT77690,"SMITH, LIZ",200,MT,state:lower,MT-56,0.801178781,0,-5.534648895,55.5346489,55.5,NA,1,3.189,0.073,0.273743017,1,1,0.3763,2,1,100,1,1170,0,5234,8.562931083,1535,7.336936914,975,6.883462586,200,5.303304908,985,6.893656355,948.5,6.85593553,0.567494308,9223,9.129455643,F
cand77944,121148,2008,MT2008,MT7896,"POMNICHOWSKI, JENNIFER",100,MT,state:lower,MT-63,-1.385714701,0,-1.67414093,51.67414093,51.7,0,0,6.69,0.073,0.255555556,0,1,0.4711,2,0,50.3174324,1,45098,1,26973,10.20259164,22065,10.00179324,1040,6.947937069,0,0,12820,9.458839731,9783.53,9.188557846,0.437589228,61640,11.02906629,F
cand77944,109711,2006,MT2006,MT7896,"POMNICHOWSKI, JENNIFER J P",100,MT,state:lower,MT-63,-1.385714701,0,-0.317432404,50.3174324,50.3,0,0,5.513,0.073,0.255555556,0,1,0.3856,2,1,48.61181259,0,66706,0,26983,10.20296232,18748,9.838895697,1180,7.074116816,800,6.685860947,11177.21,9.321721627,10304.8,9.240462123,0.487233658,55380,10.9219738,F
cand77946,109582,2006,MT2006,MT7948,"NOONEY, BILL",200,MT,state:lower,MT-100,0.485351337,1,4.66412735,45.33587265,45.3,NA,1,3.677,0.073,0.255555556,0,1,0.3856,2,1,47.54973221,0,16540,0,24913,10.12314503,21775,9.988563725,1455,7.283448229,800,6.685860947,17698.34,9.78128263,2670,7.890208213,0.606303237,41090,10.62352006,M
cand77949,109655,2006,MT2006,MT7960,"REINHART, MICHELE",100,MT,state:lower,MT-97,-1.383248733,0,-20.76412066,70.76412066,70.8,NA,0,4.214,0.073,0.255555556,0,1,0.3856,2,1,64.92900848,0,5685,0,8109,9.000729835,4655,8.445911989,1340,7.201170883,0,0,2685,7.895808377,2110,7.654917048,0.891196835,9099,9.115919796,F
cand77950,109609,2006,MT2006,MT7961,"HANDS, BETSY",100,MT,state:lower,MT-99,-1.383547957,0,-20.45662061,70.45662061,70.5,NA,0,4.38,0.073,0.255555556,0,1,0.3856,2,1,64.30200958,1,20797,0,4638,8.442038518,2726,7.910957383,1330,7.193685818,0,0,1196.56,7.088041432,1589.47,7.371784849,0.79513115,5833,8.671286727,F
cand77950,123426,2008,MT2008,MT7961,"HANDS, BETSY",100,MT,state:lower,MT-99,-1.383547957,0,-22.69772478,72.69772478,72.7,NA,0,5.538,0.073,0.255555556,0,1,0.4711,2,1,70.45661926,1,14078,1,1215,7.102499356,475,6.165417854,580,6.364750757,0,0,225,5.420534999,250,5.525452939,0.796199214,1526,7.330405212,F
cand77956,109629,2006,MT2006,MT8203,"BLASDEL, MARK W",200,MT,state:lower,MT-10,0.809626947,1,23.67088599,26.32911401,26.3,NA,1,4.74,0.073,0.255555556,0,1,0.3856,2,1,23.85302925,0,4627,0,5099,8.536799721,2030,7.616283562,1500,7.313886832,410,6.018593214,1695,7.436027816,735,6.601230119,0.64577001,7896,8.974111581,M
cand77956,122709,2008,MT2008,MT8203,"BLASDEL, MARK W",200,MT,state:lower,MT-10,0.809626947,1,22.99801497,27.00198503,27,NA,1,6.044,0.073,0.255555556,0,1,0.4711,2,1,26.32911301,1,10494,0,2655,7.884199934,950,6.857514063,170,5.141663557,800,6.685860947,370,5.916202063,580,6.364750757,0.729596043,3639,8.199464198,M
