"","PUBID","year","weight","selfemp","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","firmSize","marstat","region","urban","industry","occupation","autonomy","competitiveness","hazardous","regularity","teamwork"
"31008",6289,2013,270278,0,920,30,2,"2.High school",FALSE,432,0.173076923,0.029955621,TRUE,NA,NA,NA,"Married",4,0,"Health Care",4610,3.829972613,2.772877288,1.3808,1.234176582,4.2158
"31021",6291,1998,270278,NA,525,15,0,"1.Less than HS",TRUE,90,0.038461538,0.00147929,FALSE,NA,NA,NA,NA,4,1,"Educational and Social Services",4600,4.078890236,2.273736313,1.11105,1.2386,4.19740987
"31022",6291,1999,270278,NA,535,16,0,"1.Less than HS",TRUE,142,0.673076923,0.453032544,FALSE,0,1,"2. 30-299",NA,4,1,"Educational and Social Services",4600,4.078890236,2.273736313,1.11105,1.2386,4.19740987
"31023",6291,2000,270278,0,629,17,0,"1.Less than HS",TRUE,175,0.173076923,0.029955621,FALSE,NA,NA,NA,"No romantic union",4,1,"Public Administration and Armed Forces",3950,3.736495811,2.651066667,2.015934396,1.447366667,4.582927805
"31024",6291,2001,270278,0,639,18,0,"1.Less than HS",TRUE,185,0.365384615,0.133505917,FALSE,NA,NA,NA,"No romantic union",4,1,"Public Administration and Armed Forces",3950,3.736495811,2.651066667,2.015934396,1.447366667,4.582927805
"31025",6291,2002,270278,0,600,19,0,"2.High school",TRUE,213,0.269230769,0.072485207,FALSE,0,0,"2. 30-299","No romantic union",4,1,"Educational and Social Services",2340,3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"31026",6291,2003,270278,0,700,20,0,"2.High school",TRUE,278,1.673076923,2.799186391,FALSE,0,1,"2. 30-299","No romantic union",4,1,"Public Administration and Armed Forces",3400,4.395948422,3.4128,2.9659,1.1913,4.834116588
"31027",6291,2004,270278,0,515,21,0,"2.High school",FALSE,319,0.346153846,0.119822485,TRUE,1,1,"2. 30-299","Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4400,3.068765111,3.127693615,1.004,1.187359368,4.27085
"31028",6291,2005,270278,0,700,22,0,"2.High school",FALSE,339,0.25,0.0625,TRUE,0,0,"2. 30-299","Cohabiting",4,1,"Transportation and Warehousing",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"31029",6291,2006,270278,0,1150,23,0,"2.High school",FALSE,387,0.865384615,0.748890533,FALSE,1,0,"1. Less than 30","Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31030",6291,2007,270278,0,1175,24,0,"2.High school",FALSE,435,1.788461538,3.198594675,FALSE,1,0,"1. Less than 30","Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31031",6291,2008,270278,0,1300,25,0,"2.High school",FALSE,486,2.769230769,7.668639053,FALSE,1,0,"1. Less than 30","Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31032",6291,2009,270278,0,1375,26,0,"2.High school",FALSE,536,3.730769231,13.91863905,FALSE,1,0,"1. Less than 30","Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31033",6291,2010,270278,0,1350,27,0,"2.High school",FALSE,590,4.769230769,22.74556213,FALSE,1,0,"1. Less than 30","Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31034",6291,2011,270278,0,1000,27,0,"2.High school",FALSE,623,2.423076923,5.871301775,FALSE,1,0,"1. Less than 30","Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",2340,3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"31035",6291,2013,270278,0,1200,30,0,"2.High school",FALSE,693,1.346153846,1.812130178,TRUE,1,0,"1. Less than 30","Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",340,4.504068762,3.501,1.7372,1.386038604,4.8892
"31044",6295,1997,409781,NA,425,17,0,NA,TRUE,7,0.134615385,0.018121302,FALSE,1,0,NA,"No romantic union",4,NA,"Educational and Social Services",2630,3.979709051,3.574871429,1.307091226,1.435465208,4.285781632
"31045",6295,1998,409781,NA,525,18,0,"2.High school",TRUE,25,0.346153846,0.119822485,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31046",6295,1999,409781,NA,525,19,0,"2.High school",TRUE,54,0.346153846,0.119822485,FALSE,0,0,"3. 300+","No romantic union",4,1,"Educational and Social Services",5320,3.861122514,1.843915608,1.588858886,1.0058,3.907309269
"31047",6295,2000,409781,0,525,20,0,"2.High school",TRUE,105,1.230769231,1.514792899,FALSE,1,0,NA,"No romantic union",4,1,"Educational and Social Services",5320,3.861122514,1.843915608,1.588858886,1.0058,3.907309269
"31048",6295,2001,409781,0,525,21,0,"2.High school",TRUE,127,1.557692308,2.426405325,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Educational and Social Services",5320,3.861122514,1.843915608,1.588858886,1.0058,3.907309269
"31049",6295,2007,409781,NA,1603,27,0,"4.College",TRUE,306,0.038461538,0.00147929,TRUE,NA,NA,NA,"No romantic union",4,NA,"Public Administration and Armed Forces",2020,4.074716021,2.478675,1.451711293,1.2579,4.296292593
"31050",6295,2008,409781,0,1603,28,0,"4.College",FALSE,388,1.615384615,2.609467456,TRUE,1,0,"2. 30-299","No romantic union",4,NA,"Public Administration and Armed Forces",2020,4.074716021,2.478675,1.451711293,1.2579,4.296292593
"31051",6295,2009,409781,0,1242,29,0,"4.College",FALSE,425,0.461538462,0.213017751,TRUE,1,0,"2. 30-299","No romantic union",4,NA,"Public Administration and Armed Forces",5250,4.282066667,2.6573,1.0114,1.0028,3.6908
"31052",6295,2010,409781,0,1763,30,0,"4.College",FALSE,466,1.923076923,3.698224852,TRUE,1,0,"3. 300+","No romantic union",4,1,"Public Administration and Armed Forces",2020,4.074716021,2.478675,1.451711293,1.2579,4.296292593
"31053",6295,2011,409781,0,2100,31,0,"4.College",TRUE,521,2.980769231,8.884985207,TRUE,1,0,NA,"No romantic union",4,1,"Public Administration and Armed Forces",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"31054",6295,2013,409781,0,2019,33,0,"4.College",FALSE,628,5.038461538,25.38609467,TRUE,1,0,"2. 30-299","No romantic union",4,1,"Public Administration and Armed Forces",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"31078",6304,1998,294514,NA,300,14,0,"1.Less than HS",TRUE,5,0.096153846,0.009245562,FALSE,NA,NA,NA,NA,4,1,"Agriculture, Forestry, Fishing and Hunting",6050,3.376638179,2.44520274,2.381025,1.927325,3.725375
"31079",6304,2000,294514,0,592,16,0,"1.Less than HS",TRUE,46,0.788461538,0.621671598,FALSE,1,0,"1. Less than 30",NA,4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4050,3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"31080",6304,2001,294514,0,644,16,0,"1.Less than HS",TRUE,93,1.692307692,2.863905325,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4050,3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"31081",6304,2002,294514,0,600,18,0,"1.Less than HS",FALSE,150,0.153846154,0.023668639,TRUE,NA,NA,NA,"No romantic union",4,1,"Retail Trade",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"31082",6304,2003,294514,0,650,18,0,"2.High school",FALSE,174,0.038461538,0.00147929,TRUE,NA,NA,NA,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"31083",6304,2004,294514,0,700,20,0,"2.High school",FALSE,216,0.096153846,0.009245562,TRUE,NA,NA,NA,"No romantic union",4,1,"Retail Trade",5620,3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"31084",6304,2005,294514,0,835,21,0,"2.High school",FALSE,267,0.134615385,0.018121302,FALSE,NA,NA,NA,"No romantic union",4,1,"Other Services",8740,4.014601257,2.810781078,2.104310431,1.148,4.214821482
"31085",6304,2006,294514,0,870,21,0,"2.High school",FALSE,298,0.173076923,0.029955621,TRUE,NA,NA,NA,"No romantic union",4,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31086",6304,2007,294514,0,970,22,0,"2.High school",FALSE,349,1.153846154,1.331360947,TRUE,1,0,"2. 30-299","No romantic union",4,1,"Retail Trade",5610,3.768504606,2.6378,1.435,1.2414,4.3406
"31087",6304,2008,294514,0,1175,23,0,"2.High school",FALSE,408,2.288461538,5.237056213,TRUE,1,0,"3. 300+","No romantic union",4,1,"Retail Trade",5610,3.768504606,2.6378,1.435,1.2414,4.3406
"31088",6304,2009,294514,0,1070,24,0,"2.High school",FALSE,417,2.461538462,6.059171598,TRUE,1,0,"3. 300+","No romantic union",4,1,"Retail Trade",5610,3.768504606,2.6378,1.435,1.2414,4.3406
"31089",6304,2010,294514,0,955,25,0,"2.High school",FALSE,427,2.519230769,6.346523669,FALSE,NA,NA,NA,"No romantic union",4,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31090",6304,2011,294514,0,985,26,0,"2.High school",FALSE,474,3.423076923,11.71745562,FALSE,1,0,"3. 300+","No romantic union",4,1,"Retail Trade",8830,NA,NA,NA,NA,NA
"31091",6304,2013,294514,0,836,28,0,"2.High school",FALSE,571,0.442307692,0.195636095,TRUE,NA,NA,NA,"No romantic union",4,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31112",6310,2002,324297,0,650,18,0,"1.Less than HS",TRUE,20,0.384615385,0.147928994,FALSE,1,0,"1. Less than 30","No romantic union",2,0,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"31113",6310,2003,324297,0,2500,18,0,"2.High school",TRUE,39,0.019230769,0.000369822,FALSE,NA,NA,NA,"No romantic union",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4220,3.983,2.745174517,3.168816882,1.2546,3.927692769
"31114",6310,2004,324297,0,607,20,0,"2.High school",TRUE,79,0.769230769,0.591715976,FALSE,0,0,"1. Less than 30","No romantic union",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31115",6310,2005,324297,0,800,21,0,"3.Some college",FALSE,116,0.269230769,0.072485207,TRUE,1,0,"1. Less than 30","No romantic union",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31116",6310,2006,324297,0,750,22,0,"3.Some college",FALSE,159,1.423076923,2.025147929,TRUE,0,0,"1. Less than 30","No romantic union",2,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31117",6310,2007,324297,0,600,22,0,"3.Some college",TRUE,194,0.019230769,0.000369822,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31118",6310,2008,324297,0,655,24,0,"3.Some college",TRUE,212,0.115384615,0.013313609,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"31119",6310,2009,324297,0,850,24,0,"3.Some college",TRUE,229,0.173076923,0.029955621,TRUE,NA,NA,NA,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31120",6310,2010,324297,0,4,25,0,"3.Some college",TRUE,253,0.115384615,0.013313609,FALSE,NA,NA,NA,"No romantic union",4,1,"Health Care",3650,3.759903452,2.411842648,2.112720773,1.07135,4.461575
"31121",6310,2011,324297,0,900,26,0,"4.College",FALSE,301,0.980769231,0.961908284,TRUE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5300,4.02090425,2.8274,1.3291,1.1187,4.245575442
"31122",6310,2013,324297,0,1175,29,0,"4.College",FALSE,426,3.384615385,11.4556213,TRUE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5300,4.02090425,2.8274,1.3291,1.1187,4.245575442
"31161",6323,1999,280674,NA,525,16,0,"1.Less than HS",TRUE,19,0.038461538,0.00147929,FALSE,NA,NA,NA,NA,4,1,"Health Care",4610,3.829972613,2.772877288,1.3808,1.234176582,4.2158
"31162",6323,2000,280674,0,535,17,0,"1.Less than HS",TRUE,56,0.596153846,0.355399408,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Retail Trade",4920,4.731304874,4.550727536,1.1798,1.71885,3.826291315
"31163",6323,2001,280674,0,605,18,0,"2.High school",FALSE,106,1.557692308,2.426405325,TRUE,0,0,"1. Less than 30","No romantic union",4,1,"Retail Trade",4920,4.731304874,4.550727536,1.1798,1.71885,3.826291315
"31164",6323,2003,280674,0,625,21,0,"2.High school",TRUE,205,0.673076923,0.453032544,FALSE,1,0,NA,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31165",6323,2005,280674,0,750,22,0,"2.High school",FALSE,279,1.5,2.25,TRUE,0,0,"2. 30-299","Married",4,1,"Information and Communications",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"31166",6323,2006,280674,0,773,23,1,"2.High school",FALSE,318,2.25,5.0625,TRUE,1,0,"2. 30-299","Married",4,1,"Information and Communications",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"31167",6323,2007,280674,0,1000,24,1,"2.High school",FALSE,359,0.788461538,0.621671598,FALSE,0,0,"1. Less than 30","Married",4,1,"Retail Trade",5120,4.173710508,2.1113,1,1.0987,3.821782178
"31168",6323,2008,280674,0,1500,25,1,"2.High school",FALSE,410,1.769230769,3.130177515,FALSE,0,0,"1. Less than 30","Married",4,1,"Retail Trade",5120,4.173710508,2.1113,1,1.0987,3.821782178
"31169",6323,2009,280674,0,1500,26,1,"2.High school",TRUE,412,1.807692308,3.267751479,FALSE,NA,NA,NA,"Married",4,1,"Retail Trade",5120,4.173710508,2.1113,1,1.0987,3.821782178
"31170",6323,2013,280674,0,720,30,2,"2.High school",FALSE,449,2.961538462,8.770710059,FALSE,0,0,"2. 30-299","Married",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4940,3.393666667,3.658034197,1.0978,1.0686,3.746674667
"31184",6329,2000,297278,0,650,16,0,"1.Less than HS",TRUE,20,0.269230769,0.072485207,FALSE,1,NA,"2. 30-299",NA,4,NA,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31185",6329,2001,297278,0,550,17,0,"1.Less than HS",TRUE,50,0.25,0.0625,FALSE,0,0,"1. Less than 30","No romantic union",4,NA,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4130,3.504788749,2.4353,1.2541,1.2763,4.5087
"31186",6329,2002,297278,0,560,18,0,"2.High school",TRUE,81,0.096153846,0.009245562,FALSE,NA,NA,NA,"No romantic union",4,NA,"Educational and Social Services",5700,3.76449847,2.47401185,1.198479962,1.010675,4.1679
"31187",6329,2003,297278,0,1200,19,0,"2.High school",TRUE,127,0.211538462,0.044748521,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"31188",6329,2004,297278,0,640,20,0,"2.High school",TRUE,159,0.288461538,0.083210059,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"31189",6329,2005,297278,0,760,21,0,"2.High school",TRUE,205,0.230769231,0.053254438,FALSE,NA,NA,NA,"No romantic union",4,1,"Educational and Social Services",2340,3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"31190",6329,2006,297278,NA,250,22,0,"2.High school",TRUE,259,1.038461538,1.078402367,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31191",6329,2007,297278,0,385,23,0,"2.High school",FALSE,302,0.480769231,0.231139053,TRUE,0,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31192",6329,2008,297278,0,800,24,0,"2.High school",TRUE,336,0.057692308,0.003328402,TRUE,NA,NA,NA,"No romantic union",4,1,"Other Services",730,4.147298159,3.283419585,1.299066238,1.362732966,4.105408547
"31193",6329,2009,297278,0,1200,25,0,"4.College",TRUE,374,0.384615385,0.147928994,TRUE,1,0,"1. Less than 30","No romantic union",4,1,"Educational and Social Services",2300,4.201316667,1.86895,1,1.0315,4.593220339
"31194",6329,2010,297278,0,950,26,0,"4.College",FALSE,439,0.692307692,0.479289941,FALSE,1,0,"2. 30-299","Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"31195",6329,2011,297278,0,1200,27,0,"4.College",FALSE,473,1.346153846,1.812130178,TRUE,1,0,"2. 30-299","Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"31196",6329,2013,297278,0,1000,29,0,"4.College",FALSE,548,0.5,0.25,TRUE,NA,NA,NA,"Cohabiting",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31197",6330,1999,297278,NA,525,15,0,"1.Less than HS",TRUE,1,0.019230769,0.000369822,FALSE,NA,NA,NA,NA,4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"31198",6330,2000,297278,0,600,16,0,"1.Less than HS",TRUE,55,0.615384615,0.378698225,FALSE,0,0,"1. Less than 30",NA,4,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"31199",6330,2001,297278,0,650,17,0,"1.Less than HS",TRUE,104,1.538461538,2.366863905,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"31200",6330,2002,297278,NA,800,18,0,"2.High school",FALSE,154,0.057692308,0.003328402,TRUE,NA,NA,NA,"No romantic union",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",5160,3.87536284,2.9528,1,1.0598,4.223822382
"31201",6330,2003,297278,NA,1101,19,0,"2.High school",TRUE,206,0.038461538,0.00147929,FALSE,NA,NA,NA,"Cohabiting",4,1,"Health Care",130,4.247039041,3.0249,1.098530049,1.242066667,4.111496283
"31202",6330,2004,297278,NA,1154,20,0,"2.High school",TRUE,260,1.076923077,1.159763314,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Health Care",130,4.247039041,3.0249,1.098530049,1.242066667,4.111496283
"31203",6330,2005,297278,0,1346,21,0,"2.High school",TRUE,308,2,4,TRUE,1,0,"3. 300+","Married",4,1,"Health Care",130,4.247039041,3.0249,1.098530049,1.242066667,4.111496283
"31204",6330,2006,297278,0,1688,22,0,"2.High school",TRUE,358,2.961538462,8.770710059,TRUE,1,0,"3. 300+","Married",4,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31205",6330,2007,297278,0,2212,23,0,"2.High school",FALSE,408,3.923076923,15.39053254,TRUE,1,0,"3. 300+","Married",4,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31206",6330,2008,297278,0,2260,24,1,"2.High school",FALSE,462,4.961538462,24.61686391,TRUE,1,0,"3. 300+","Married",4,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31207",6330,2009,297278,0,2391,25,1,"2.High school",FALSE,509,5.865384615,34.40273669,TRUE,1,0,"3. 300+","Married",4,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31208",6330,2010,297278,0,2716,26,1,"2.High school",FALSE,567,6.980769231,48.73113905,TRUE,1,0,"3. 300+","Married",4,0,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31209",6330,2011,297278,0,2852,27,1,"2.High school",FALSE,613,7.865384615,61.86427515,TRUE,1,0,"3. 300+","No romantic union",4,0,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"31210",6330,2013,297278,0,2940,29,1,"2.High school",FALSE,728,10.07692308,101.5443787,TRUE,1,0,"3. 300+","No romantic union",4,1,"Public Administration and Armed Forces",5000,4.134734777,2.9412,1.157084292,1.0324,4.5255
"31223",6335,1998,283356,NA,515,15,0,"1.Less than HS",TRUE,NA,0.019230769,0.000369822,FALSE,NA,NA,NA,NA,4,1,"Information and Communications",4060,3.352571931,2.04099795,1.201989901,1.2773,4.113444328
"31224",6335,2000,283356,0,525,17,0,"1.Less than HS",TRUE,NA,0.519230769,0.269600592,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",5510,4.096429134,2.418158184,1.2969,1.1136,3.2546
"31225",6335,2001,283356,0,215,18,0,"2.High school",TRUE,NA,0.230769231,0.053254438,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31226",6335,2002,283356,0,215,19,0,"2.High school",TRUE,NA,0.480769231,0.231139053,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31227",6335,2003,283356,0,250,20,0,"2.High school",TRUE,NA,0.403846154,0.163091716,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31228",6335,2004,283356,0,213,21,0,"2.High school",TRUE,NA,1.134615385,1.287352071,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31229",6335,2005,283356,0,875,22,0,"2.High school",FALSE,NA,0.903846154,0.81693787,FALSE,0,0,"2. 30-299","No romantic union",4,1,"Retail Trade",4700,4.369858527,2.9767,1.5369,1.4556,4.5206
"31230",6335,2006,283356,0,213,23,0,"2.High school",FALSE,NA,1.211538462,1.467825444,FALSE,NA,NA,NA,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"31231",6335,2007,283356,0,1231,24,0,"4.College",FALSE,NA,1.942307692,3.772559172,TRUE,0,0,"2. 30-299","Married",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"31232",6335,2008,283356,0,1026,25,0,"4.College",TRUE,NA,2.173076923,4.722263314,TRUE,1,0,"2. 30-299","Married",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"31233",6335,2009,283356,0,2000,26,0,"4.College",TRUE,NA,0.173076923,0.029955621,TRUE,NA,NA,NA,"Married",1,1,"Public Administration and Armed Forces",2150,4.187581605,2.896347409,1.020125,1.1492,3.762305942
"31234",6335,2011,283356,0,1282,28,0,"4.College",FALSE,NA,0.076923077,0.00591716,TRUE,NA,NA,NA,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"31235",6335,2013,283356,0,1100,30,1,"4.College",FALSE,NA,0.557692308,0.31102071,TRUE,1,0,"1. Less than 30","Married",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",310,4.043269057,3.5361,2.199,1.4979,3.8299
"31236",6336,1998,293290,NA,600,16,0,"1.Less than HS",TRUE,19,0.365384615,0.133505917,TRUE,NA,NA,NA,NA,4,1,"Manufacturing - Nondurable Goods",7750,3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"31237",6336,1999,293290,NA,550,17,0,"1.Less than HS",TRUE,38,0.730769231,0.534023669,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Manufacturing - Nondurable Goods",7750,3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"31238",6336,2000,293290,0,597,18,0,"1.Less than HS",TRUE,53,0.288461538,0.083210059,FALSE,1,1,"2. 30-299","No romantic union",4,1,"Retail Trade",9620,3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"31239",6336,2001,293290,0,600,19,0,"2.High school",TRUE,65,0.230769231,0.053254438,FALSE,0,0,"1. Less than 30","No romantic union",4,1,"Educational and Social Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"31240",6336,2002,293290,0,750,20,0,"2.High school",TRUE,106,1.019230769,1.038831361,FALSE,0,0,"3. 300+","No romantic union",4,1,"Educational and Social Services",2340,3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"31241",6336,2003,293290,0,800,21,0,"2.High school",TRUE,148,0.807692308,0.652366864,FALSE,0,0,"2. 30-299","No romantic union",4,1,"Educational and Social Services",5860,3.9769,2.2848,1.399,1,4.4563
"31242",6336,2004,293290,0,800,22,0,"2.High school",TRUE,181,1.442307692,2.080251479,FALSE,0,0,"2. 30-299","No romantic union",4,1,"Educational and Social Services",5860,3.9769,2.2848,1.399,1,4.4563
"31243",6336,2005,293290,0,1605,23,0,"4.College",FALSE,218,0.346153846,0.119822485,TRUE,1,0,"2. 30-299","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"31244",6336,2006,293290,0,1731,24,0,"4.College",FALSE,269,1.326923077,1.760724852,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"31245",6336,2007,293290,0,2222,25,0,"4.College",FALSE,318,2.269230769,5.149408284,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"31246",6336,2008,293290,0,2778,26,0,"4.College",FALSE,376,3.384615385,11.4556213,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"31247",6336,2009,293290,0,2996,26,0,"4.College",FALSE,421,4.25,18.0625,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",800,4.002756718,3.37675,1.00565,1.242262113,4.197
"31248",6336,2010,293290,0,3034,28,0,"4.College",FALSE,474,5.269230769,27.7647929,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",120,4.334528278,3.765073493,1.0952,1,4.31495
"31249",6336,2011,293290,0,3205,28,0,"4.College",FALSE,521,6.173076923,38.1068787,TRUE,1,0,"3. 300+","Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",120,4.334528278,3.765073493,1.0952,1,4.31495
