republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
100,100,Female,White/Caucasian,Other,"80,000 - 89,999",4-year College Degree,55,Other
62,92,Male,White/Caucasian,Democrat,"90,000 - 99,999","Professional Degree (JD, MD)",38,Christian
55,16,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,51,Christian
79,54,Male,White/Caucasian,Republican,"100,000 or more",Some College,22,Christian
52,35,Female,White/Caucasian,Independent,"Less than 30,000",Some College,32,Christian
42,32,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,78,Other
20,76,Male,White/Caucasian,Independent,"90,000 - 99,999",Some College,67,Athiest
92,59,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,46,Christian
81,42,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,87,Other
75,22,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,45,Christian
0,0,Female,Hispanic,Independent,"40,000 - 49,999",Some College,29,Christian
81,93,Female,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,32,Christian
0,78,Female,White/Caucasian,Democrat,"30,000 - 39,999",Masters Degree,39,Other
94,0,Female,Other,Republican,"Less than 30,000",Some College,32,Other
0,87,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,62,Other
93,19,Female,White/Caucasian,Republican,"50,000 - 59,999",2-year College Degree,79,Jewish
52,52,Female,White/Caucasian,Independent,"30,000 - 39,999",2-year College Degree,28,Other
69,63,Male,White/Caucasian,Republican,"80,000 - 89,999",2-year College Degree,38,Christian
58,80,Female,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,55,Buddhist
25,23,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,26,Christian
12,10,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,39,Christian
61,62,Female,White/Caucasian,Republican,"Less than 30,000",Some College,70,Other
52,75,Female,Native American,Independent,"Less than 30,000",2-year College Degree,37,Christian
80,92,Female,Hispanic,Republican,"Less than 30,000",Some College,57,Christian
69,71,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,29,Christian
94,92,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,37,Other
44,63,Female,African American,Other,"30,000 - 39,999",Some College,35,Other
76,40,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,22,Christian
35,62,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,63,Christian
59,43,Male,White/Caucasian,Independent,"90,000 - 99,999",High School / GED,40,Athiest
75,18,Male,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,18,Christian
93,100,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,59,Christian
100,100,Male,White/Caucasian,Republican,"90,000 - 99,999",Masters Degree,29,Christian
89,70,Male,Hispanic,Independent,"100,000 or more",4-year College Degree,33,Athiest
28,23,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,78,Christian
30,89,Female,African American,Democrat,"70,000 - 79,999",Some College,18,Christian
0,0,Male,White/Caucasian,Independent,"50,000 - 59,999",Some College,34,Athiest
91,42,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,45,Christian
10,86,Female,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,57,Other
35,96,Male,White/Caucasian,Democrat,"60,000 - 69,999",2-year College Degree,39,Christian
92,66,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,67,Christian
0,100,Male,African American,Democrat,"30,000 - 39,999",2-year College Degree,26,Other
0,88,Male,White/Caucasian,Democrat,"50,000 - 59,999",Doctoral Degree,64,Christian
73,84,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,86,Christian
83,20,Female,Asian,Independent,"100,000 or more",4-year College Degree,33,Athiest
100,51,Male,White/Caucasian,Republican,"40,000 - 49,999",High School / GED,51,Other
74,51,Female,White/Caucasian,Republican,"100,000 or more",2-year College Degree,28,Christian
74,58,Female,Asian,Republican,"100,000 or more","Professional Degree (JD, MD)",35,Christian
52,62,Female,Asian,Democrat,"30,000 - 39,999",2-year College Degree,45,Christian
92,57,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,60,Christian
61,2,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,87,Christian
85,90,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,31,Christian
71,31,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,39,Christian
78,19,Male,Asian,Republican,"80,000 - 89,999",Masters Degree,56,Christian
69,8,Male,White/Caucasian,Independent,"40,000 - 49,999",Some College,23,Athiest
94,0,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,66,Christian
70,37,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,31,Christian
81,78,Male,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,51,Christian
88,5,Male,White/Caucasian,Republican,"90,000 - 99,999",2-year College Degree,58,Christian
2,82,Female,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,76,Christian
64,30,Male,White/Caucasian,Republican,"30,000 - 39,999",4-year College Degree,41,Christian
0,63,Female,Hispanic,Independent,"Less than 30,000",High School / GED,22,Other
12,12,Male,Native American,Republican,"30,000 - 39,999",High School / GED,26,Athiest
18,100,Female,African American,Democrat,"Less than 30,000",High School / GED,43,Christian
0,49,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,57,Athiest
36,51,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",51,Athiest
51,51,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",51,Athiest
90,85,Male,Hispanic,Republican,"100,000 or more",Masters Degree,54,Christian
65,92,Male,White/Caucasian,Republican,"Less than 30,000",Some College,80,Christian
10,100,Female,African American,Democrat,"40,000 - 49,999",Some College,56,Christian
64,43,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,44,Christian
100,39,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,86,Christian
90,11,Male,White/Caucasian,Republican,"100,000 or more",Some College,43,Christian
59,70,Female,Native American,Democrat,"Less than 30,000",Some College,42,Christian
11,99,Female,Other,Democrat,"Less than 30,000",Some College,46,Christian
7,95,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,61,Christian
59,28,Female,White/Caucasian,Republican,"30,000 - 39,999",Masters Degree,78,Christian
27,35,Female,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,64,Christian
63,100,Male,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,51,Christian
33,71,Female,African American,Democrat,"60,000 - 69,999",Masters Degree,55,Christian
50,75,Male,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,29,Christian
74,20,Male,White/Caucasian,Independent,"60,000 - 69,999",Some College,46,Other
92,93,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,35,Christian
24,92,Male,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,76,Jewish
60,66,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,56,Christian
4,71,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,36,Christian
27,25,Male,White/Caucasian,Independent,"90,000 - 99,999",Masters Degree,32,Athiest
23,51,Female,White/Caucasian,Democrat,"Less than 30,000",High School / GED,64,Christian
54,91,Male,White/Caucasian,Democrat,"80,000 - 89,999",2-year College Degree,39,Jewish
87,0,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,80,Other
77,18,Female,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,28,Christian
62,36,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,42,Christian
33,39,Female,African American,Democrat,"60,000 - 69,999","Professional Degree (JD, MD)",62,Christian
73,0,Female,White/Caucasian,Independent,"60,000 - 69,999",Some College,54,Christian
98,9,Male,White/Caucasian,Republican,"Less than 30,000",Masters Degree,52,Christian
81,65,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,54,Christian
58,76,Female,White/Caucasian,Democrat,"80,000 - 89,999",Some College,64,Christian
0,32,Male,White/Caucasian,Independent,"50,000 - 59,999",Masters Degree,38,Athiest
53,30,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,26,Christian
72,31,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,69,Christian
90,4,Male,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,51,Christian
19,93,Female,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,75,Other
0,0,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,45,Christian
71,0,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,56,Christian
0,100,Female,African American,Democrat,"60,000 - 69,999",4-year College Degree,33,Christian
20,54,Female,Pacific Islander,Democrat,"70,000 - 79,999",High School / GED,20,Other
54,51,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,42,Christian
15,71,Female,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,50,Other
0,0,Male,White/Caucasian,Independent,"Less than 30,000",Some College,61,Other
53,64,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,53,Christian
66,87,Male,White/Caucasian,Independent,"30,000 - 39,999",Some College,56,Other
99,0,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,71,Christian
0,52,Female,African American,Democrat,"Less than 30,000",Some College,35,Christian
48,73,Female,African American,Democrat,"Less than 30,000",Less than High School,44,Other
37,61,Female,Asian,Independent,"60,000 - 69,999",Masters Degree,26,Hindu
0,0,Male,Hispanic,Other,"Less than 30,000",High School / GED,18,Other
76,95,Male,African American,Democrat,"30,000 - 39,999",High School / GED,36,Christian
100,100,Female,White/Caucasian,Republican,"100,000 or more",High School / GED,62,Christian
89,86,Female,African American,Democrat,"40,000 - 49,999",4-year College Degree,54,Christian
60,61,Female,Hispanic,Independent,"60,000 - 69,999",High School / GED,21,Athiest
60,68,Female,African American,Republican,"Less than 30,000",Some College,23,Christian
100,16,Male,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,25,Christian
61,26,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,18,Christian
42,57,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,35,Athiest
18,86,Female,Asian,Independent,"50,000 - 59,999",4-year College Degree,39,Jewish
100,40,Female,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,60,Christian
34,57,Female,African American,Democrat,"90,000 - 99,999",Masters Degree,45,Christian
53,97,Female,White/Caucasian,Independent,"Less than 30,000",Some College,30,Christian
69,47,Male,White/Caucasian,Independent,"30,000 - 39,999",Some College,47,Christian
41,44,Female,White/Caucasian,Democrat,"40,000 - 49,999",High School / GED,77,Christian
1,100,Female,Hispanic,Democrat,"Less than 30,000",4-year College Degree,23,Athiest
26,65,Female,Asian,Democrat,"90,000 - 99,999",4-year College Degree,38,Hindu
51,39,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,76,Christian
19,82,Female,White/Caucasian,Independent,"90,000 - 99,999",Masters Degree,73,Christian
66,33,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,30,Christian
39,76,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,47,Other
60,65,Female,White/Caucasian,Republican,"80,000 - 89,999",2-year College Degree,62,Christian
79,0,Female,White/Caucasian,Republican,"Less than 30,000",Some College,62,Christian
21,72,Male,White/Caucasian,Other,"60,000 - 69,999",High School / GED,19,Other
36,3,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,77,Christian
95,17,Male,White/Caucasian,Republican,"100,000 or more",Doctoral Degree,39,Christian
100,100,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,44,Athiest
2,100,Female,African American,Democrat,"Less than 30,000",Less than High School,52,Christian
8,59,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,42,Athiest
46,75,Female,Asian,Democrat,"Less than 30,000",Masters Degree,23,Hindu
43,68,Female,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,31,Athiest
40,41,Male,White/Caucasian,Other,"100,000 or more",Masters Degree,35,Christian
69,41,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,55,Christian
72,30,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,22,Christian
8,86,Female,African American,Democrat,"Less than 30,000",4-year College Degree,51,Christian
100,100,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,26,Christian
55,72,Male,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,52,Christian
91,29,Female,White/Caucasian,Republican,"60,000 - 69,999",2-year College Degree,28,Christian
50,53,Female,White/Caucasian,Independent,"Less than 30,000",Less than High School,24,Christian
16,1,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,49,Other
91,80,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,32,Christian
0,56,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,58,Other
63,60,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,55,Christian
39,30,Male,African American,Independent,"Less than 30,000",High School / GED,24,Other
75,100,Female,Hispanic,Other,"40,000 - 49,999",Some College,31,Christian
96,8,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,50,Christian
82,55,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,44,Christian
33,95,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,60,Christian
73,76,Male,Hispanic,Democrat,"80,000 - 89,999",4-year College Degree,35,Hindu
91,93,Male,Hispanic,Democrat,"100,000 or more",4-year College Degree,34,Athiest
77,7,Male,White/Caucasian,Republican,"40,000 - 49,999",Masters Degree,77,Christian
51,51,Female,White/Caucasian,Independent,"Less than 30,000",Some College,63,Buddhist
77,85,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,32,Christian
24,71,Male,Hispanic,Independent,"30,000 - 39,999",2-year College Degree,23,Athiest
6,73,Male,Asian,Democrat,"50,000 - 59,999",4-year College Degree,37,Christian
15,78,Male,Asian,Democrat,"50,000 - 59,999",4-year College Degree,37,Christian
82,70,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,66,Christian
63,61,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,62,Other
52,68,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,61,Christian
92,0,Male,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,43,Athiest
86,0,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,69,Jewish
0,100,Male,African American,Democrat,"50,000 - 59,999",Masters Degree,40,Christian
100,100,Male,Hispanic,Democrat,"50,000 - 59,999",2-year College Degree,30,Christian
100,100,Male,White/Caucasian,Republican,"30,000 - 39,999",Masters Degree,45,Christian
100,51,Male,African American,Republican,"30,000 - 39,999",Masters Degree,21,Christian
30,62,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,26,Christian
33,38,Female,Hispanic,Independent,"40,000 - 49,999",High School / GED,18,Christian
44,45,Male,White/Caucasian,Independent,"30,000 - 39,999",Some College,21,Christian
1,96,Female,African American,Democrat,"30,000 - 39,999",2-year College Degree,58,Christian
75,18,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,50,Christian
27,66,Male,White/Caucasian,Democrat,"80,000 - 89,999",4-year College Degree,42,Christian
62,84,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,37,Christian
81,37,Male,White/Caucasian,Republican,"90,000 - 99,999",Masters Degree,37,Christian
57,78,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,22,Christian
51,20,Female,White/Caucasian,Republican,"90,000 - 99,999",High School / GED,60,Christian
96,36,Male,White/Caucasian,Republican,"50,000 - 59,999",High School / GED,64,Christian
64,63,Female,White/Caucasian,Republican,"100,000 or more",2-year College Degree,59,Christian
41,80,Female,Hispanic,Republican,"100,000 or more",4-year College Degree,32,Christian
61,100,Female,White/Caucasian,Democrat,"70,000 - 79,999",High School / GED,71,Athiest
36,58,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,57,Other
31,74,Female,Native American,Democrat,"Less than 30,000",High School / GED,37,Christian
14,84,Female,Other,Other,"40,000 - 49,999",2-year College Degree,20,Muslim
2,95,Female,White/Caucasian,Democrat,"60,000 - 69,999",High School / GED,63,Christian
29,73,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,36,Athiest
50,53,Female,Asian,Democrat,"40,000 - 49,999",4-year College Degree,20,Hindu
73,60,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,78,Christian
32,87,Female,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,21,Jewish
0,100,Female,African American,Democrat,"60,000 - 69,999",4-year College Degree,43,Christian
37,44,Female,Pacific Islander,Independent,"60,000 - 69,999",Some College,19,Christian
51,51,Male,White/Caucasian,Independent,"70,000 - 79,999",2-year College Degree,54,Christian
100,100,Male,African American,Independent,"Less than 30,000","Professional Degree (JD, MD)",18,Christian
30,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,24,Athiest
100,100,Female,African American,Democrat,"40,000 - 49,999",4-year College Degree,60,Christian
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,49,Other
0,100,Male,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,63,Christian
72,44,Male,White/Caucasian,Independent,"Less than 30,000",Some College,19,Christian
28,69,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",86,Jewish
64,0,Male,White/Caucasian,Republican,"60,000 - 69,999",2-year College Degree,32,Christian
73,37,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,77,Christian
83,75,Male,White/Caucasian,Republican,"100,000 or more",2-year College Degree,42,Christian
100,0,Female,Hispanic,Republican,"100,000 or more",2-year College Degree,61,Christian
42,43,Female,Hispanic,Independent,"Less than 30,000",High School / GED,18,Christian
71,71,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,42,Christian
0,21,Male,White/Caucasian,Democrat,"100,000 or more",Some College,49,Athiest
100,0,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,42,Christian
58,69,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,58,Christian
10,35,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,41,Other
53,20,Male,White/Caucasian,Independent,"70,000 - 79,999",4-year College Degree,46,Christian
0,91,Female,African American,Democrat,"Less than 30,000",Some College,32,Christian
100,79,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,33,Christian
52,51,Female,Hispanic,Independent,"30,000 - 39,999",Some College,55,Christian
81,62,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,54,Christian
9,25,Male,White/Caucasian,Republican,"70,000 - 79,999",Some College,29,Christian
83,0,Male,White/Caucasian,Republican,"100,000 or more",High School / GED,58,Other
32,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,52,Christian
81,20,Male,White/Caucasian,Republican,"Less than 30,000","Professional Degree (JD, MD)",64,Christian
53,91,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,23,Other
51,51,Female,Asian,Independent,"30,000 - 39,999",High School / GED,27,Christian
72,65,Male,White/Caucasian,Independent,"30,000 - 39,999",High School / GED,69,Christian
100,0,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,71,Christian
61,61,Male,White/Caucasian,Republican,"100,000 or more",Some College,49,Christian
0,100,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,66,Jewish
10,69,Female,African American,Other,"Less than 30,000",High School / GED,26,Christian
41,28,Female,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,67,Christian
51,51,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,48,Christian
77,17,Male,White/Caucasian,Republican,"30,000 - 39,999",Masters Degree,23,Christian
65,61,Female,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,32,Christian
9,50,Female,Other,Democrat,"50,000 - 59,999",4-year College Degree,29,Christian
79,13,Female,White/Caucasian,Republican,"30,000 - 39,999",Some College,60,Christian
12,58,Female,African American,Democrat,"Less than 30,000",High School / GED,45,Athiest
0,82,Female,Other,Democrat,"100,000 or more",Doctoral Degree,45,Other
8,83,Male,White/Caucasian,Independent,"Less than 30,000",Some College,42,Christian
53,53,Female,Native American,Republican,"40,000 - 49,999",Some College,40,Christian
38,88,Male,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,92,Jewish
24,57,Male,White/Caucasian,Other,"40,000 - 49,999",Some College,53,Christian
72,51,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,62,Christian
23,89,Male,White/Caucasian,Democrat,"Less than 30,000",Masters Degree,73,Other
89,55,Female,White/Caucasian,Independent,"Less than 30,000",Some College,81,Christian
57,75,Female,Other,Democrat,"50,000 - 59,999","Professional Degree (JD, MD)",33,Muslim
25,83,Female,Asian,Democrat,"100,000 or more",Masters Degree,36,Other
100,0,Female,White/Caucasian,Republican,"Less than 30,000",Some College,53,Christian
63,83,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,37,Christian
91,80,Male,White/Caucasian,Republican,"80,000 - 89,999",4-year College Degree,31,Christian
49,52,Male,White/Caucasian,Independent,"40,000 - 49,999",2-year College Degree,38,Christian
42,65,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",38,Christian
0,0,Male,White/Caucasian,Independent,"Less than 30,000",Some College,63,Other
22,93,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,65,Christian
60,16,Male,White/Caucasian,Independent,"70,000 - 79,999",4-year College Degree,78,Christian
84,92,Male,White/Caucasian,Democrat,"40,000 - 49,999",Some College,55,Christian
11,60,Male,White/Caucasian,Democrat,"40,000 - 49,999",2-year College Degree,44,Christian
0,100,Female,White/Caucasian,Independent,"Less than 30,000",Masters Degree,66,Other
85,36,Female,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,25,Christian
1,72,Female,White/Caucasian,Independent,"50,000 - 59,999",Masters Degree,55,Christian
50,50,Female,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,61,Christian
24,72,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,58,Christian
26,72,Male,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,54,Christian
4,66,Female,African American,Democrat,"40,000 - 49,999",4-year College Degree,30,Christian
53,2,Female,African American,Independent,"40,000 - 49,999",2-year College Degree,21,Christian
86,94,Male,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,25,Athiest
0,100,Female,African American,Democrat,"50,000 - 59,999",Some College,48,Christian
32,91,Female,African American,Democrat,"50,000 - 59,999",2-year College Degree,47,Christian
76,64,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,57,Christian
52,52,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,59,Christian
0,91,Male,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,61,Athiest
51,50,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,46,Christian
26,26,Female,White/Caucasian,Republican,"100,000 or more",Masters Degree,55,Christian
2,100,Female,White/Caucasian,Independent,"50,000 - 59,999",Some College,26,Christian
80,93,Female,White/Caucasian,Democrat,"70,000 - 79,999",2-year College Degree,82,Christian
35,37,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,76,Jewish
0,85,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,44,Christian
21,66,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,63,Jewish
71,8,Male,White/Caucasian,Republican,"Less than 30,000",Some College,51,Other
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",Less than High School,60,Christian
87,84,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,51,Christian
6,16,Female,Hispanic,Other,"50,000 - 59,999",Some College,30,Other
61,91,Female,African American,Democrat,"70,000 - 79,999",4-year College Degree,30,Christian
30,82,Female,African American,Democrat,"100,000 or more",4-year College Degree,41,Christian
0,68,Female,Hispanic,Independent,"40,000 - 49,999",2-year College Degree,21,Athiest
64,16,Male,White/Caucasian,Other,"80,000 - 89,999",4-year College Degree,38,Christian
37,37,Female,White/Caucasian,Independent,"40,000 - 49,999",2-year College Degree,22,Christian
12,79,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,86,Christian
50,20,Female,White/Caucasian,Independent,"60,000 - 69,999",Some College,57,Christian
23,51,Male,White/Caucasian,Democrat,"60,000 - 69,999",Masters Degree,59,Christian
100,0,Male,White/Caucasian,Republican,"100,000 or more",Some College,39,Christian
29,75,Male,White/Caucasian,Democrat,"40,000 - 49,999",4-year College Degree,53,Christian
82,19,Male,White/Caucasian,Republican,"80,000 - 89,999",4-year College Degree,77,Christian
9,92,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,42,Christian
51,58,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,22,Christian
17,19,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,24,Athiest
76,82,Male,White/Caucasian,Republican,"80,000 - 89,999",4-year College Degree,36,Christian
91,65,Male,White/Caucasian,Republican,"90,000 - 99,999",High School / GED,37,Christian
44,78,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,35,Christian
54,44,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,54,Christian
100,100,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,37,Christian
0,87,Female,Hispanic,Democrat,"30,000 - 39,999",Some College,23,Athiest
61,53,Male,White/Caucasian,Republican,"30,000 - 39,999",Some College,41,Christian
43,58,Female,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,42,Christian
37,0,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,53,Christian
80,49,Female,Other,Other,"Less than 30,000",High School / GED,43,Christian
87,34,Female,White/Caucasian,Republican,"Less than 30,000",Some College,85,Christian
0,79,Female,African American,Democrat,"90,000 - 99,999",4-year College Degree,23,Christian
77,25,Female,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,80,Christian
33,56,Male,White/Caucasian,Democrat,"100,000 or more",2-year College Degree,57,Christian
19,100,Female,White/Caucasian,Democrat,"100,000 or more",Less than High School,52,Christian
85,77,Male,White/Caucasian,Independent,"40,000 - 49,999",2-year College Degree,59,Christian
65,5,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,47,Christian
51,51,Female,African American,Democrat,"Less than 30,000",Some College,39,Other
100,100,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,36,Christian
43,47,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,77,Christian
90,67,Male,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,56,Christian
66,89,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,45,Christian
49,54,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,57,Christian
57,64,Female,Hispanic,Republican,"30,000 - 39,999",4-year College Degree,19,Christian
77,44,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,75,Christian
100,96,Male,Hispanic,Democrat,"100,000 or more",Masters Degree,40,Christian
56,36,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,48,Christian
51,39,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,55,Christian
20,38,Female,White/Caucasian,Other,"Less than 30,000",Some College,32,Buddhist
11,100,Female,Hispanic,Democrat,"40,000 - 49,999",2-year College Degree,32,Christian
73,19,Male,White/Caucasian,Republican,"70,000 - 79,999",2-year College Degree,58,Christian
35,88,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,47,Christian
0,52,Female,White/Caucasian,Other,"50,000 - 59,999",High School / GED,37,Athiest
27,93,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,56,Christian
53,51,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,34,Christian
98,28,Female,White/Caucasian,Republican,"70,000 - 79,999",High School / GED,58,Christian
